policy_id,premium_policy,premium_gl,diff,diff_pct,flag_reason
P10034,1952.93,1952.93,0.0,0.0,OK
P10035,1127.77,1127.77,0.0,0.0,OK
P10036,1175.75,1175.75,0.0,0.0,OK
P10037,2683.44,2683.44,0.0,0.0,OK
P10038,1726.21,1812.52,86.30999999999995,0.04999971034810362,Large difference
P10039,2801.03,2941.08,140.04999999999973,0.04999946448270805,Large difference
P1004,1413.96,1413.96,0.0,0.0,OK
P10040,2852.83,2852.83,0.0,0.0,OK
P10041,4579.69,4808.67,228.98000000000047,0.049999017400741204,Large difference
P10042,4855.99,5098.79,242.80000000000018,0.0500001029656157,Large difference
P10043,1541.29,1541.29,0.0,0.0,OK
P10044,,4132.98,,,Missing in policies
P10045,1300.49,1300.49,0.0,0.0,OK
P10046,4672.38,4672.38,0.0,0.0,OK
P10047,3826.52,4017.85,191.32999999999993,0.05000104533623238,Large difference
P10048,4385.54,4604.82,219.27999999999975,0.05000068406627228,Large difference
P10049,3066.62,3219.95,153.32999999999993,0.04999967390808119,Large difference
P1005,895.69,850.91,-44.780000000000086,-0.04999497594033659,OK
P10050,4532.59,4532.59,0.0,0.0,OK
P10051,3231.71,-3393.3,-6625.01,-2.0500013924516742,Large difference
P10052,3240.57,3402.6,162.02999999999975,0.05000046288153002,Large difference
P10053,1380.97,1311.92,-69.04999999999995,-0.05000108619303819,Large difference
P10054,1982.57,1982.57,0.0,0.0,OK
P10055,3380.99,3550.04,169.05000000000018,0.05000014788567851,Large difference
P10056,4123.19,4329.35,206.16000000000076,0.05000012126533116,Large difference
P10057,2693.89,2693.89,0.0,0.0,OK
P10058,,2622.26,,,Missing in policies
P10059,4737.6,,,,Missing in GL
P1006,714.61,714.61,0.0,0.0,OK
P10060,2018.86,2018.86,0.0,0.0,OK
P10061,2535.02,2661.77,126.75,0.04999960552579467,Large difference
P10062,3334.83,3334.83,0.0,0.0,OK
P10063,4428.84,4650.28,221.4399999999996,0.04999954841448316,Large difference
P10064,2558.27,2558.27,0.0,0.0,OK
P10065,2666.47,2666.47,0.0,0.0,OK
P10066,3358.33,3190.41,-167.92000000000007,-0.05000104218465728,Large difference
P10067,570.9,542.35,-28.549999999999955,-0.05000875810124357,OK
P10068,3127.21,3127.21,0.0,0.0,OK
P10069,3561.8,3561.8,0.0,0.0,OK
P1007,4759.92,4997.92,238.0,0.05000084035025799,Large difference
P10070,4320.68,4320.68,0.0,0.0,OK
P10071,4968.33,4968.33,0.0,0.0,OK
P10072,3776.86,3776.86,0.0,0.0,OK
P10073,3494.82,3494.82,0.0,0.0,OK
P10074,656.34,689.16,32.819999999999936,0.05000457080171852,OK
P10075,2074.14,2074.14,0.0,0.0,OK
P10076,4042.81,3840.67,-202.13999999999987,-0.04999987632364614,Large difference
P10077,3101.41,2946.34,-155.0699999999997,-0.049999838783005054,Large difference
P10078,2096.26,2096.26,0.0,0.0,OK
P10079,,627.68,,,Missing in policies
P1008,,3030.3,,,Missing in policies
P10080,4453.63,4230.95,-222.6800000000003,-0.04999966319608955,Large difference
P10081,2787.73,2927.12,139.38999999999987,0.05000125550178815,Large difference
P10082,1724.8,1724.8,0.0,0.0,OK
P10083,4130.57,4130.57,0.0,0.0,OK
P10084,1356.55,1424.38,67.83000000000015,0.0500018429103241,Large difference
P10085,686.11,651.8,-34.31000000000006,-0.05000655871507493,OK
P10086,1305.87,1305.87,0.0,0.0,OK
P10087,2563.84,2563.84,0.0,0.0,OK
P10088,2905.18,2905.18,0.0,0.0,OK
P10089,3025.2,2873.94,-151.25999999999976,-0.049999999999999926,Large difference
P1009,1428.9,1428.9,0.0,0.0,OK
P10090,1620.81,1539.77,-81.03999999999996,-0.04999969151226854,Large difference
P10091,4642.78,4642.78,0.0,0.0,OK
P10092,3703.23,3518.07,-185.15999999999985,-0.04999959494819384,Large difference
P10093,1061.21,,,,Missing in GL
P10094,2059.67,,,,Missing in GL
P10095,1573.61,1652.29,78.68000000000006,0.049999682259263774,Large difference
P10096,2354.42,2472.14,117.7199999999998,0.04999957526694464,Large difference
P10097,2353.38,2353.38,0.0,0.0,OK
P10098,4940.14,4940.14,0.0,0.0,OK
P10099,2331.68,2331.68,0.0,0.0,OK
P1010,2544.56,2544.56,0.0,0.0,OK
P10100,1809.43,1809.43,0.0,0.0,OK
P10101,2092.96,1988.31,-104.65000000000009,-0.050000955584435486,Large difference
P10102,760.1,798.11,38.00999999999999,0.05000657808183132,OK
P10103,3882.1,3687.99,-194.11000000000013,-0.05000128796270063,Large difference
P10104,2220.56,2331.59,111.0300000000002,0.050000900673704024,Large difference
P10105,1177.3,1236.16,58.86000000000013,0.04999575299413924,Large difference
P10106,4553.91,,,,Missing in GL
P10107,3706.47,3891.79,185.32000000000016,0.04999905570529376,Large difference
P10108,3018.59,3018.59,0.0,0.0,OK
P10109,2951.05,2951.05,0.0,0.0,OK
P1011,3835.8,-3835.8,-7671.6,-2.0,Large difference
P10110,2552.75,2680.39,127.63999999999987,0.05000097933601014,Large difference
P10111,2473.27,2596.93,123.65999999999985,0.04999858486942382,Large difference
P10112,1015.54,964.76,-50.77999999999997,-0.050002954093388716,Large difference
P10113,2387.0,2387.0,0.0,0.0,OK
P10114,1591.65,,,,Missing in GL
P10115,4918.92,4918.92,0.0,0.0,OK
P10116,1178.08,1178.08,0.0,0.0,OK
P10117,4075.34,4075.34,0.0,0.0,OK
P10118,4459.06,4682.01,222.94999999999982,0.049999327212461774,Large difference
P10119,,4661.15,,,Missing in policies
P1012,2391.03,2391.03,0.0,0.0,OK
P10120,4061.01,4264.06,203.05000000000018,0.049999876877919576,Large difference
P10121,759.69,759.69,0.0,0.0,OK
P10122,887.67,887.67,0.0,0.0,OK
P10123,1859.16,1859.16,0.0,0.0,OK
P10124,2231.77,2343.36,111.59000000000015,0.050000672112269696,Large difference
P10125,4237.46,4025.59,-211.8699999999999,-0.04999929202871529,Large difference
P10126,1071.22,1071.22,0.0,0.0,OK
P10127,4211.65,4211.65,0.0,0.0,OK
P10128,3903.34,3903.34,0.0,0.0,OK
P10129,3752.51,3752.51,0.0,0.0,OK
P1013,4524.86,4524.86,0.0,0.0,OK
P10130,3772.16,3772.16,0.0,0.0,OK
P10131,568.16,568.16,0.0,0.0,OK
P10132,3136.96,3136.96,0.0,0.0,OK
P10133,2286.9,2286.9,0.0,0.0,OK
P10134,1047.44,1047.44,0.0,0.0,OK
P10135,2198.69,2198.69,0.0,0.0,OK
P10136,1139.84,1082.85,-56.99000000000001,-0.04999824536777093,Large difference
P10137,,1673.14,,,Missing in policies
P10138,2038.17,2140.08,101.90999999999985,0.050000735954311884,Large difference
P10139,1720.17,1634.16,-86.00999999999999,-0.050000872006836526,Large difference
P1014,867.37,824.0,-43.370000000000005,-0.050001729365783926,OK
P10140,3152.79,3152.79,0.0,0.0,OK
P10141,1283.77,1347.96,64.19000000000005,0.05000116843359796,Large difference
P10142,,2517.26,,,Missing in policies
P10143,4056.69,4259.52,202.83000000000038,0.04999889072125314,Large difference
P10144,2735.81,2735.81,0.0,0.0,OK
P10145,3968.13,3968.13,0.0,0.0,OK
P10146,4364.91,4146.66,-218.25,-0.05000103094909174,Large difference
P10147,4385.37,4166.1,-219.26999999999953,-0.050000342046395065,Large difference
P10148,1997.05,2096.9,99.85000000000014,0.04999874815352652,Large difference
P10149,2516.83,2516.83,0.0,0.0,OK
P1015,4855.0,4612.25,-242.75,-0.05,Large difference
P10150,1246.03,1308.33,62.299999999999955,0.04999879617665703,Large difference
P10151,2374.72,2374.72,0.0,0.0,OK
P10152,1853.01,1853.01,0.0,0.0,OK
P10153,4219.95,4219.95,0.0,0.0,OK
P10154,1942.02,2039.12,97.09999999999991,0.04999948507224432,Large difference
P10155,,938.18,,,Missing in policies
P10156,3010.8,3010.8,0.0,0.0,OK
P10157,2129.02,2129.02,0.0,0.0,OK
P10158,3424.67,3253.44,-171.23000000000002,-0.04999897800372007,Large difference
P10159,2292.64,,,,Missing in GL
P1016,4490.16,,,,Missing in GL
P10160,1341.06,1274.01,-67.04999999999995,-0.04999776296362576,Large difference
P10161,4744.2,4981.41,237.21000000000004,0.05000000000000001,Large difference
P10162,712.89,,,,Missing in GL
P10163,3849.66,-3849.66,-7699.32,-2.0,Large difference
P10164,3899.13,3899.13,0.0,0.0,OK
P10165,2348.55,2348.55,0.0,0.0,OK
P10166,675.81,675.81,0.0,0.0,OK
P10167,4846.38,5088.7,242.3199999999997,0.05000020633957711,Large difference
P10168,2105.78,2105.78,0.0,0.0,OK
P10169,4360.05,4578.05,218.0,0.049999426612080136,Large difference
P1017,2899.57,2754.59,-144.98000000000002,-0.0500005173180851,Large difference
P10170,885.98,841.68,-44.30000000000007,-0.050001128693650046,OK
P10171,770.33,770.33,0.0,0.0,OK
P10172,1313.44,,,,Missing in GL
P10173,689.31,654.84,-34.469999999999914,-0.05000652826739771,OK
P10174,1031.01,1031.01,0.0,0.0,OK
P10175,4397.59,4397.59,0.0,0.0,OK
P10176,751.7,751.7,0.0,0.0,OK
P10177,3574.15,3574.15,0.0,0.0,OK
P10178,717.71,717.71,0.0,0.0,OK
P10179,4519.92,4293.92,-226.0,-0.05000088497141542,Large difference
P1018,3746.89,3934.23,187.34000000000015,0.049998799003974005,Large difference
P10180,4912.32,5157.94,245.6199999999999,0.050000814279200036,Large difference
P10181,2393.21,2273.55,-119.65999999999985,-0.04999979107558462,Large difference
P10182,1951.04,1951.04,0.0,0.0,OK
P10183,2725.2,2725.2,0.0,0.0,OK
P10184,1555.52,1555.52,0.0,0.0,OK
P10185,1143.07,1143.07,0.0,0.0,OK
P10186,3814.06,3814.06,0.0,0.0,OK
P10187,4932.76,4686.12,-246.64000000000033,-0.050000405452525626,Large difference
P10188,2543.18,2416.02,-127.15999999999985,-0.050000393208502684,Large difference
P10189,2124.86,2124.86,0.0,0.0,OK
P1019,4536.76,4309.92,-226.84000000000015,-0.05000044084324499,Large difference
P10190,4442.28,4442.28,0.0,0.0,OK
P10191,1450.82,1450.82,0.0,0.0,OK
P10192,1816.34,1725.52,-90.81999999999994,-0.05000165167314486,Large difference
P10193,3511.53,3687.11,175.57999999999993,0.050000996716530945,Large difference
P10194,3436.56,3436.56,0.0,0.0,OK
P10195,3247.18,3084.82,-162.35999999999967,-0.0500003079595217,Large difference
P10196,3599.45,3599.45,0.0,0.0,OK
P10197,1642.16,1642.16,0.0,0.0,OK
P10198,502.15,,,,Missing in GL
P10199,3560.01,3382.01,-178.0,-0.049999859550956316,Large difference
P1020,2813.39,2813.39,0.0,0.0,OK
P10200,2048.94,1946.49,-102.45000000000005,-0.05000146417171808,Large difference
P10201,4385.01,4385.01,0.0,0.0,OK
P10202,2165.25,2165.25,0.0,0.0,OK
P10203,1725.51,1725.51,0.0,0.0,OK
P10204,4070.39,4273.91,203.51999999999998,0.0500001228383521,Large difference
P10205,2168.11,2168.11,0.0,0.0,OK
P10206,2033.39,2033.39,0.0,0.0,OK
P10207,3280.22,3116.21,-164.00999999999976,-0.049999695142398916,Large difference
P10208,2707.56,2572.18,-135.3800000000001,-0.0500007386724579,Large difference
P10209,4243.59,4243.59,0.0,0.0,OK
P1021,1592.16,1592.16,0.0,0.0,OK
P10210,2092.04,1987.44,-104.59999999999991,-0.049999043995334655,Large difference
P10211,3736.8,3736.8,0.0,0.0,OK
P10212,2448.78,2448.78,0.0,0.0,OK
P10213,1378.33,1447.25,68.92000000000007,0.05000253930481095,Large difference
P10214,4364.05,4582.25,218.19999999999982,0.04999942713763587,Large difference
P10215,,1004.6,,,Missing in policies
P10216,4490.71,,,,Missing in GL
P10217,2857.51,2857.51,0.0,0.0,OK
P10218,3701.01,3701.01,0.0,0.0,OK
P10219,4481.99,4706.09,224.10000000000036,0.05000011155758946,Large difference
P1022,,3963.97,,,Missing in policies
P10220,685.61,685.61,0.0,0.0,OK
P10221,2754.02,2754.02,0.0,0.0,OK
P10222,3983.61,4182.79,199.17999999999984,0.049999874485705136,Large difference
P10223,1911.55,2007.13,95.58000000000015,0.05000130783918817,Large difference
P10224,4929.53,4929.53,0.0,0.0,OK
P10225,4011.9,4212.49,200.5899999999997,0.04999875370771946,Large difference
P10226,4187.49,3978.12,-209.3699999999999,-0.04999892537056803,Large difference
P10227,4735.28,4735.28,0.0,0.0,OK
P10228,3568.14,3568.14,0.0,0.0,OK
P10229,2347.67,2347.67,0.0,0.0,OK
P1023,1404.84,1404.84,0.0,0.0,OK
P10230,594.79,565.05,-29.74000000000001,-0.05000084063282841,OK
P10231,4163.89,4163.89,0.0,0.0,OK
P10232,1555.23,1555.23,0.0,0.0,OK
P10233,3322.22,3488.33,166.11000000000013,0.04999969899645422,Large difference
P10234,2540.16,2540.16,0.0,0.0,OK
P10235,3747.89,3560.5,-187.38999999999987,-0.04999879932441984,Large difference
P10236,1335.62,1335.62,0.0,0.0,OK
P10237,2901.12,2756.06,-145.05999999999995,-0.050001378777851296,Large difference
P10238,651.12,651.12,0.0,0.0,OK
P10239,3030.18,3030.18,0.0,0.0,OK
P1024,2244.6,2244.6,0.0,0.0,OK
P10240,2339.09,2339.09,0.0,0.0,OK
P10241,3707.29,3707.29,0.0,0.0,OK
P10242,1893.97,1799.27,-94.70000000000005,-0.05000079198720151,Large difference
P10243,2381.51,2381.51,0.0,0.0,OK
P10244,983.86,-934.67,-1918.53,-1.950003049214319,Large difference
P10245,3788.96,3788.96,0.0,0.0,OK
P10246,4983.5,4983.5,0.0,0.0,OK
P10247,3944.06,3944.06,0.0,0.0,OK
P10248,3716.41,3530.59,-185.8199999999997,-0.04999986546156095,Large difference
P10249,,3184.99,,,Missing in policies
P1025,1066.2,1066.2,0.0,0.0,OK
P10250,4769.23,4769.23,0.0,0.0,OK
P10251,4361.06,-4143.01,-8504.07,-1.950000687906151,Large difference
P10252,4672.72,4672.72,0.0,0.0,OK
P10253,599.11,599.11,0.0,0.0,OK
P10254,4175.56,4175.56,0.0,0.0,OK
P10255,4513.52,4513.52,0.0,0.0,OK
P10256,3631.45,3813.02,181.57000000000016,0.04999931156975868,Large difference
P10257,4918.91,4918.91,0.0,0.0,OK
P10258,1438.69,1438.69,0.0,0.0,OK
P10259,3239.97,3239.97,0.0,0.0,OK
P1026,2370.16,-2370.16,-4740.32,-2.0,Large difference
P10260,901.22,901.22,0.0,0.0,OK
P10261,3268.96,3268.96,0.0,0.0,OK
P10262,2089.02,2089.02,0.0,0.0,OK
P10263,,1614.44,,,Missing in policies
P10264,808.84,808.84,0.0,0.0,OK
P10265,4655.27,,,,Missing in GL
P10266,646.13,678.44,32.31000000000006,0.05000541686657493,OK
P10267,523.67,523.67,0.0,0.0,OK
P10268,2190.57,2300.1,109.52999999999975,0.05000068475328327,Large difference
P10269,4324.99,4324.99,0.0,0.0,OK
P1027,4088.36,4088.36,0.0,0.0,OK
P10270,1612.86,1612.86,0.0,0.0,OK
P10271,1498.83,1573.77,74.94000000000005,0.04999899921939117,Large difference
P10272,2360.64,2360.64,0.0,0.0,OK
P10273,552.16,552.16,0.0,0.0,OK
P10274,4891.61,4891.61,0.0,0.0,OK
P10275,1750.03,1750.03,0.0,0.0,OK
P10276,,4981.04,,,Missing in policies
P10277,4863.15,4863.15,0.0,0.0,OK
P10278,4441.49,4663.56,222.07000000000062,0.04999898682649305,Large difference
P10279,3494.66,3319.93,-174.73000000000002,-0.04999914154738945,Large difference
P1028,3810.02,3619.52,-190.5,-0.04999973753418617,Large difference
P10280,2805.79,2805.79,0.0,0.0,OK
P10281,803.77,803.77,0.0,0.0,OK
P10282,,3315.36,,,Missing in policies
P10283,4765.76,4765.76,0.0,0.0,OK
P10284,2602.79,2732.93,130.13999999999987,0.050000192101552515,Large difference
P10285,511.13,511.13,0.0,0.0,OK
P10286,1068.04,1068.04,0.0,0.0,OK
P10287,,3040.52,,,Missing in policies
P10288,1516.39,1516.39,0.0,0.0,OK
P10289,4683.61,4683.61,0.0,0.0,OK
P1029,3985.94,3985.94,0.0,0.0,OK
P10290,3197.12,3037.26,-159.85999999999967,-0.050001251126013314,Large difference
P10291,4516.12,4290.31,-225.8099999999995,-0.050000885716057035,Large difference
P10292,1592.86,1592.86,0.0,0.0,OK
P10293,736.0,736.0,0.0,0.0,OK
P10294,1327.48,1393.85,66.36999999999989,0.04999698677192869,Large difference
P10295,2833.79,2975.48,141.69000000000005,0.050000176442149935,Large difference
P10296,2238.26,2238.26,0.0,0.0,OK
P10297,1759.48,1847.45,87.97000000000003,0.04999772660104123,Large difference
P10298,2687.14,2687.14,0.0,0.0,OK
P10299,4576.3,4347.48,-228.82000000000062,-0.05000109258571348,Large difference
P1030,1213.39,1213.39,0.0,0.0,OK
P10300,4772.66,4772.66,0.0,0.0,OK
P10301,3943.51,3943.51,0.0,0.0,OK
P10302,4789.56,4789.56,0.0,0.0,OK
P10303,4525.04,4525.04,0.0,0.0,OK
P10304,3816.74,3816.74,0.0,0.0,OK
P10305,2198.91,2198.91,0.0,0.0,OK
P10306,3861.31,3861.31,0.0,0.0,OK
P10307,3739.2,3926.16,186.96000000000004,0.05000000000000001,Large difference
P10308,4523.97,4523.97,0.0,0.0,OK
P10309,2543.39,2543.39,0.0,0.0,OK
P1031,3763.59,3763.59,0.0,0.0,OK
P10310,3396.48,,,,Missing in GL
P10311,2797.65,-2797.65,-5595.3,-2.0,Large difference
P10312,4466.24,4689.55,223.3100000000004,0.04999955219603076,Large difference
P10313,1072.04,1018.44,-53.59999999999991,-0.04999813439797014,Large difference
P10314,3595.74,3595.74,0.0,0.0,OK
P10315,1459.61,1532.59,72.98000000000002,0.04999965744274157,Large difference
P10316,3499.09,3674.04,174.94999999999982,0.04999871395134158,Large difference
P10317,632.78,632.78,0.0,0.0,OK
P10318,2274.42,2274.42,0.0,0.0,OK
P10319,1088.94,1143.39,54.450000000000045,0.050002754972725806,Large difference
P1032,3542.28,3542.28,0.0,0.0,OK
P10320,1678.66,1678.66,0.0,0.0,OK
P10321,4940.21,4940.21,0.0,0.0,OK
P10322,1115.98,1115.98,0.0,0.0,OK
P10323,4589.98,4360.48,-229.5,-0.05000021786587306,Large difference
P10324,3335.29,3335.29,0.0,0.0,OK
P10325,4371.97,4153.37,-218.60000000000036,-0.05000034309476056,Large difference
P10326,1617.16,1617.16,0.0,0.0,OK
P10327,3094.99,3094.99,0.0,0.0,OK
P10328,4224.63,4435.86,211.22999999999956,0.04999964493932003,Large difference
P10329,1818.39,1727.47,-90.92000000000007,-0.05000027496851614,Large difference
P1033,3701.1,3701.1,0.0,0.0,OK
P10330,2089.86,2089.86,0.0,0.0,OK
P10331,2891.33,-2746.76,-5638.09,-1.9499987894844242,Large difference
P10332,855.03,855.03,0.0,0.0,OK
P10333,3914.05,3718.35,-195.70000000000027,-0.04999936127540534,Large difference
P10334,4717.11,4717.11,0.0,0.0,OK
P10335,924.52,970.75,46.23000000000002,0.050004326569463096,OK
P10336,3656.79,3656.79,0.0,0.0,OK
P10337,1993.79,1993.79,0.0,0.0,OK
P10338,1868.9,1868.9,0.0,0.0,OK
P10339,1425.54,1425.54,0.0,0.0,OK
P1034,1066.46,1119.78,53.319999999999936,0.04999718695497246,Large difference
P10340,4348.4,,,,Missing in GL
P10341,2243.31,2131.14,-112.17000000000007,-0.05000200596440085,Large difference
P10342,624.13,624.13,0.0,0.0,OK
P10343,4746.0,4983.3,237.30000000000018,0.05000000000000004,Large difference
P10344,3521.19,3345.13,-176.05999999999995,-0.05000014199744971,Large difference
P10345,648.46,616.04,-32.42000000000007,-0.04999537365450463,OK
P10346,735.16,735.16,0.0,0.0,OK
P10347,2176.57,2176.57,0.0,0.0,OK
P10348,,2318.45,,,Missing in policies
P10349,3767.63,3767.63,0.0,0.0,OK
P1035,4268.88,4055.44,-213.44000000000005,-0.04999906298607598,Large difference
P10350,4327.77,4544.16,216.38999999999942,0.05000034659882558,Large difference
P10351,4614.73,4614.73,0.0,0.0,OK
P10352,4007.1,3806.74,-200.36000000000013,-0.050001247785181335,Large difference
P10353,3907.15,3907.15,0.0,0.0,OK
P10354,2155.34,2155.34,0.0,0.0,OK
P10355,4174.03,4174.03,0.0,0.0,OK
P10356,4573.43,4802.1,228.67000000000007,0.04999967201859437,Large difference
P10357,2535.76,2535.76,0.0,0.0,OK
P10358,665.28,698.54,33.25999999999999,0.04999398749398748,OK
P10359,,4789.74,,,Missing in policies
P1036,3860.83,3860.83,0.0,0.0,OK
P10360,1038.96,1090.91,51.950000000000045,0.050001925001925046,Large difference
P10361,3988.28,-4187.69,-8175.969999999999,-2.0499989970613894,Large difference
P10362,4043.5,4043.5,0.0,0.0,OK
P10363,4198.54,4408.47,209.9300000000003,0.050000714534100016,Large difference
P10364,4023.91,4225.11,201.19999999999982,0.050001118315270425,Large difference
P10365,3316.84,3316.84,0.0,0.0,OK
P10366,4953.77,4706.08,-247.6900000000005,-0.050000302799685994,Large difference
P10367,2082.76,2186.9,104.13999999999987,0.050000960264264656,Large difference
P10368,2581.86,2452.77,-129.09000000000015,-0.04999883804698944,Large difference
P10369,2679.46,2679.46,0.0,0.0,OK
P1037,4100.83,-4100.83,-8201.66,-2.0,Large difference
P10370,4205.93,3995.63,-210.30000000000018,-0.05000083215840496,Large difference
P10371,3975.63,3975.63,0.0,0.0,OK
P10372,4024.94,4024.94,0.0,0.0,OK
P10373,3918.8,3918.8,0.0,0.0,OK
P10374,576.54,576.54,0.0,0.0,OK
P10375,1661.08,1744.13,83.05000000000018,0.04999759192814325,Large difference
P10376,659.9,,,,Missing in GL
P10377,634.95,666.7,31.75,0.050003937317899046,OK
P10378,670.08,670.08,0.0,0.0,OK
P10379,4856.32,4856.32,0.0,0.0,OK
P1038,3122.12,3122.12,0.0,0.0,OK
P10380,743.55,780.73,37.180000000000064,0.050003362248672,OK
P10381,4641.14,4873.2,232.0599999999995,0.05000064639291197,Large difference
P10382,527.18,527.18,0.0,0.0,OK
P10383,2622.67,2491.54,-131.1300000000001,-0.04999866548212322,Large difference
P10384,3225.84,3064.55,-161.28999999999996,-0.04999938000644792,Large difference
P10385,1796.77,1796.77,0.0,0.0,OK
P10386,4213.56,4213.56,0.0,0.0,OK
P10387,,2719.65,,,Missing in policies
P10388,2183.49,2183.49,0.0,0.0,OK
P10389,1858.23,1858.23,0.0,0.0,OK
P1039,4765.33,,,,Missing in GL
P10390,2946.77,2946.77,0.0,0.0,OK
P10391,,922.68,,,Missing in policies
P10392,1354.96,1354.96,0.0,0.0,OK
P10393,1448.42,1448.42,0.0,0.0,OK
P10394,2880.3,2880.3,0.0,0.0,OK
P10395,1986.0,,,,Missing in GL
P10396,4450.38,,,,Missing in GL
P10397,2320.65,2320.65,0.0,0.0,OK
P10398,3965.84,3965.84,0.0,0.0,OK
P10399,2542.45,2542.45,0.0,0.0,OK
P1040,4912.28,5157.89,245.61000000000058,0.04999918571416951,Large difference
P10400,,3632.34,,,Missing in policies
P10401,3328.37,3161.95,-166.42000000000007,-0.05000045067104922,Large difference
P10402,4801.86,4561.77,-240.08999999999924,-0.04999937524209353,Large difference
P10403,2773.36,2634.69,-138.67000000000007,-0.05000072114691207,Large difference
P10404,4431.18,-4431.18,-8862.36,-2.0,Large difference
P10405,2243.01,2243.01,0.0,0.0,OK
P10406,2692.52,2692.52,0.0,0.0,OK
P10407,3772.18,3772.18,0.0,0.0,OK
P10408,4870.21,5113.72,243.51000000000022,0.04999989733502256,Large difference
P10409,1098.16,,,,Missing in GL
P1041,1342.51,1409.64,67.13000000000011,0.05000335193033952,Large difference
P10410,2983.66,2834.48,-149.17999999999984,-0.04999899452350463,Large difference
P10411,3623.25,3623.25,0.0,0.0,OK
P10412,2071.17,2071.17,0.0,0.0,OK
P10413,4302.41,4302.41,0.0,0.0,OK
P10414,3769.02,3769.02,0.0,0.0,OK
P10415,,1090.24,,,Missing in policies
P10416,965.95,965.95,0.0,0.0,OK
P10417,,4833.62,,,Missing in policies
P10418,3770.84,3582.3,-188.53999999999996,-0.04999946961419736,Large difference
P10419,676.54,710.37,33.83000000000004,0.050004434327608184,OK
P1042,4599.87,,,,Missing in GL
P10420,1394.09,1324.39,-69.69999999999982,-0.04999677208788516,Large difference
P10421,3482.19,3482.19,0.0,0.0,OK
P10422,4787.68,4787.68,0.0,0.0,OK
P10423,2701.47,2836.54,135.07000000000016,0.049998704409081045,Large difference
P10424,4667.77,4434.38,-233.39000000000033,-0.05000032135259456,Large difference
P10425,4356.34,4356.34,0.0,0.0,OK
P10426,3070.41,3070.41,0.0,0.0,OK
P10427,1442.76,1514.9,72.1400000000001,0.050001386231944396,Large difference
P10428,4635.54,4403.76,-231.77999999999975,-0.050000647173792,Large difference
P10429,2099.92,2204.92,105.0,0.05000190483446988,Large difference
P1043,,4139.93,,,Missing in policies
P10430,2304.14,2188.93,-115.21000000000004,-0.05000130200421851,Large difference
P10431,2185.16,2185.16,0.0,0.0,OK
P10432,2239.17,2127.21,-111.96000000000004,-0.050000669891075725,Large difference
P10433,4524.44,4524.44,0.0,0.0,OK
P10434,1985.96,1985.96,0.0,0.0,OK
P10435,1649.73,1567.24,-82.49000000000001,-0.05000212155928546,Large difference
P10436,2664.49,2531.27,-133.2199999999998,-0.04999831112145282,Large difference
P10437,2264.6,2264.6,0.0,0.0,OK
P10438,,4450.75,,,Missing in policies
P10439,2954.31,3102.03,147.72000000000025,0.05000152319831035,Large difference
P1044,4485.77,4261.48,-224.29000000000087,-0.05000033439075139,Large difference
P10440,2791.39,2930.96,139.57000000000016,0.05000017912222949,Large difference
P10441,3369.0,3200.55,-168.44999999999982,-0.04999999999999995,Large difference
