table_name,check_name,policy_id,issue_detail
policies,null_key_or_premium,P1654,"{'policy_id': 'P1654', 'effective_date': '2024-01-26', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-23', 'written_premium': 1531.59, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P1700,"{'policy_id': 'P1700', 'effective_date': '2024-01-02', 'written_premium': nan, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P1703,"{'policy_id': 'P1703', 'effective_date': '2024-05-23', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P1706,"{'policy_id': 'P1706', 'effective_date': '2024-06-14', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-18', 'written_premium': 3770.33, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,P1717,"{'policy_id': 'P1717', 'effective_date': '2024-04-02', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P1759,"{'policy_id': 'P1759', 'effective_date': '2024-01-08', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P1769,"{'policy_id': 'P1769', 'effective_date': '2024-01-15', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-02', 'written_premium': 3358.21, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-15', 'written_premium': 1841.45, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P1803,"{'policy_id': 'P1803', 'effective_date': '2024-01-21', 'written_premium': nan, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-18', 'written_premium': 2188.66, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-06', 'written_premium': 1599.8, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-24', 'written_premium': 1265.27, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P1868,"{'policy_id': 'P1868', 'effective_date': '2024-02-02', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-24', 'written_premium': 3972.35, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P1875,"{'policy_id': 'P1875', 'effective_date': '2024-02-04', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-25', 'written_premium': 4704.98, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-06', 'written_premium': 1649.87, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P1943,"{'policy_id': 'P1943', 'effective_date': '2024-02-11', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-10', 'written_premium': 4747.17, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2000,"{'policy_id': 'P2000', 'effective_date': '2024-02-25', 'written_premium': nan, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2017,"{'policy_id': 'P2017', 'effective_date': '2024-02-04', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-21', 'written_premium': 4892.63, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2063,"{'policy_id': 'P2063', 'effective_date': '2024-02-19', 'written_premium': nan, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2067,"{'policy_id': 'P2067', 'effective_date': '2024-01-20', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2074,"{'policy_id': 'P2074', 'effective_date': '2024-06-01', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2075,"{'policy_id': 'P2075', 'effective_date': '2024-03-09', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-20', 'written_premium': 2470.08, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2093,"{'policy_id': 'P2093', 'effective_date': '2024-04-29', 'written_premium': nan, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2099,"{'policy_id': 'P2099', 'effective_date': '2024-06-24', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-25', 'written_premium': 792.78, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2125,"{'policy_id': 'P2125', 'effective_date': '2024-03-03', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-09', 'written_premium': 3591.6, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2168,"{'policy_id': 'P2168', 'effective_date': '2024-06-07', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-23', 'written_premium': 2770.16, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-07', 'written_premium': 2662.01, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2227,"{'policy_id': 'P2227', 'effective_date': '2024-04-02', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-10', 'written_premium': 4603.18, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-21', 'written_premium': 2502.52, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-13', 'written_premium': 3256.28, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-12', 'written_premium': 4015.57, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-06', 'written_premium': 1288.93, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-21', 'written_premium': 3747.91, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2319,"{'policy_id': 'P2319', 'effective_date': '2024-06-11', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-19', 'written_premium': 2721.49, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2329,"{'policy_id': 'P2329', 'effective_date': '2024-03-25', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-10', 'written_premium': 3581.49, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2337,"{'policy_id': 'P2337', 'effective_date': '2024-04-27', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2355,"{'policy_id': 'P2355', 'effective_date': '2024-06-05', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2367,"{'policy_id': 'P2367', 'effective_date': '2024-03-14', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2378,"{'policy_id': 'P2378', 'effective_date': '2024-03-01', 'written_premium': nan, 'product': 'Landlord', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2385,"{'policy_id': 'P2385', 'effective_date': '2024-02-26', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2390,"{'policy_id': 'P2390', 'effective_date': '2024-05-08', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-02', 'written_premium': 4294.8, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-02', 'written_premium': 4938.08, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-15', 'written_premium': 3242.27, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2480,"{'policy_id': 'P2480', 'effective_date': '2024-04-05', 'written_premium': nan, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2483,"{'policy_id': 'P2483', 'effective_date': '2024-03-10', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-17', 'written_premium': 1895.95, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2492,"{'policy_id': 'P2492', 'effective_date': '2024-04-04', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-14', 'written_premium': 4533.33, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-11', 'written_premium': 4952.65, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2548,"{'policy_id': 'P2548', 'effective_date': '2024-05-09', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2550,"{'policy_id': 'P2550', 'effective_date': '2024-04-02', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-03', 'written_premium': 1931.37, 'product': 'Short Term Rental', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2574,"{'policy_id': 'P2574', 'effective_date': '2024-02-04', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2575,"{'policy_id': 'P2575', 'effective_date': '2024-04-27', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-14', 'written_premium': 791.16, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2595,"{'policy_id': 'P2595', 'effective_date': '2024-04-06', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-10', 'written_premium': 3698.11, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-10', 'written_premium': 771.98, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-25', 'written_premium': 3449.01, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2690,"{'policy_id': 'P2690', 'effective_date': '2024-01-31', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-12', 'written_premium': 2331.45, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2706,"{'policy_id': 'P2706', 'effective_date': '2024-05-26', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-15', 'written_premium': 892.14, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2732,"{'policy_id': 'P2732', 'effective_date': '2024-06-18', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-02', 'written_premium': 2278.22, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P2766,"{'policy_id': 'P2766', 'effective_date': '2024-02-29', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2776,"{'policy_id': 'P2776', 'effective_date': '2024-06-23', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2780,"{'policy_id': 'P2780', 'effective_date': '2024-05-04', 'written_premium': nan, 'product': 'Landlord', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-10', 'written_premium': 4597.6, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-04', 'written_premium': 1607.86, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2805,"{'policy_id': 'P2805', 'effective_date': '2024-02-12', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-10', 'written_premium': 899.57, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-16', 'written_premium': 2921.56, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P2847,"{'policy_id': 'P2847', 'effective_date': '2024-01-10', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-10', 'written_premium': 1384.01, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2887,"{'policy_id': 'P2887', 'effective_date': '2024-04-21', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-04', 'written_premium': 1046.18, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-25', 'written_premium': 1640.19, 'product': 'Short Term Rental', 'state': 'FL', 'broker': 'Broker B'}"
policies,null_key_or_premium,P2981,"{'policy_id': 'P2981', 'effective_date': '2024-02-15', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-04', 'written_premium': 548.03, 'product': 'Short Term Rental', 'state': 'NC', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-05-26', 'written_premium': 2457.45, 'product': 'Multi-Family', 'state': 'NC', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-04-16', 'written_premium': 4304.54, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,P3056,"{'policy_id': 'P3056', 'effective_date': '2024-05-14', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,P3079,"{'policy_id': 'P3079', 'effective_date': '2024-06-02', 'written_premium': nan, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,P3087,"{'policy_id': 'P3087', 'effective_date': '2024-04-06', 'written_premium': nan, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-02', 'written_premium': 1984.27, 'product': 'Multi-Family', 'state': 'IL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-14', 'written_premium': 1952.28, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-09', 'written_premium': 2047.71, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P3135,"{'policy_id': 'P3135', 'effective_date': '2024-04-09', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P3141,"{'policy_id': 'P3141', 'effective_date': '2024-02-05', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,P3175,"{'policy_id': 'P3175', 'effective_date': '2024-05-20', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker B'}"
policies,null_key_or_premium,P3177,"{'policy_id': 'P3177', 'effective_date': '2024-04-25', 'written_premium': nan, 'product': 'Short Term Rental', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-06-17', 'written_premium': 4240.95, 'product': 'Landlord', 'state': 'IL', 'broker': 'Broker B'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-03-21', 'written_premium': 4265.06, 'product': 'Landlord', 'state': 'FL', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-02-18', 'written_premium': 1970.82, 'product': 'Short Term Rental', 'state': 'GA', 'broker': 'Broker C'}"
policies,null_key_or_premium,P3222,"{'policy_id': 'P3222', 'effective_date': '2024-01-25', 'written_premium': nan, 'product': 'Landlord', 'state': 'TX', 'broker': 'Broker C'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-01', 'written_premium': 922.9, 'product': 'Multi-Family', 'state': 'TX', 'broker': 'Broker A'}"
policies,null_key_or_premium,,"{'policy_id': None, 'effective_date': '2024-01-09', 'written_premium': 2363.81, 'product': 'Multi-Family', 'state': 'FL', 'broker': 'Broker A'}"
